tentinh,tenhuyen,tenxa,tendb,wb_poverty,count
Thái Bình,Huyện Thái Thụy,Xã Sơn Hà,Xóm 5 Thôn Nam Hưng Tây,normal,20790
Thái Bình,Huyện Thái Thụy,Xã Thái Nguyên,Thôn Bằng Lương,normal,16253.999999999998
Thái Bình,Huyện Thái Thụy,Xã Thụy Lương,Thôn Hổ Đội 2,normal,13195
Thái Bình,Huyện Thái Thụy,Xã Thụy Ninh,Xóm 4 Thôn Đoài,normal,14004
Thái Bình,Huyện Thái Thụy,Xã Thụy Xuân,Thôn Bình Xuân,normal,11438
Thái Bình,Huyện Tiền Hải,Xã Nam Chính,Thôn Hữu Vy Nam,extreme poverty,9504
Thái Bình,Huyện Tiền Hải,Xã Nam Chính,Thôn Hữu Vy Nam,normal,6336
Thái Bình,Huyện Tiền Hải,Xã Nam Hưng,Xóm 6+7- Thôn Tân Trào,extreme poverty,14859
Thái Bình,Huyện Tiền Hải,Xã Nam Hưng,Xóm 6+7- Thôn Tân Trào,normal,9906
Thái Bình,Huyện Tiền Hải,Xã Nam Phú,Xóm 3- Thôn Bình Thành,extreme poverty,7974.4
Thái Bình,Huyện Tiền Hải,Xã Nam Phú,Xóm 3- Thôn Bình Thành,normal,11961.599999999999
Thái Bình,Huyện Tiền Hải,Xã Nam Trung,Xóm 13-Thôn Vĩnh Trà,extreme poverty,8805.333333333332
Thái Bình,Huyện Tiền Hải,Xã Nam Trung,Xóm 13-Thôn Vĩnh Trà,normal,17610.666666666664
Thái Bình,Huyện Tiền Hải,Xã Đông Cơ,"Tổ sản xuất số 3,4 - thôn Lương Điền",extreme poverty,7433.6
Thái Bình,Huyện Tiền Hải,Xã Đông Cơ,"Tổ sản xuất số 3,4 - thôn Lương Điền",normal,11150.400000000001
Thái Bình,Huyện Tiền Hải,Xã Đông Hoàng,Thôn Chỉ Trung,extreme poverty,14150.400000000001
Thái Bình,Huyện Tiền Hải,Xã Đông Hoàng,Thôn Chỉ Trung,normal,5145.6
Thái Bình,Huyện Tiền Hải,Xã Đông Xuyên,Xóm 5a-Thôn Quý Đức,extreme poverty,17746.8
Thái Bình,Huyện Tiền Hải,Xã Đông Xuyên,Xóm 5a-Thôn Quý Đức,normal,11831.199999999999
Thái Bình,Huyện Vũ Thư,Thị trấn Vũ Thư,An Bình 1,normal,34650
Thái Bình,Huyện Vũ Thư,Xã Hồng Phong,Tương Đông,extreme poverty,8533.333333333334
Thái Bình,Huyện Vũ Thư,Xã Hồng Phong,Tương Đông,normal,7466.666666666667
Thái Bình,Huyện Vũ Thư,Xã Minh Lãng,xóm 9 Thôn Bùi Xá,extreme poverty,3306.6666666666665
Thái Bình,Huyện Vũ Thư,Xã Minh Lãng,xóm 9 Thôn Bùi Xá,normal,9093.333333333332
Thái Bình,Huyện Vũ Thư,Xã Song An,Gia Hội,extreme poverty,7233.5999999999995
Thái Bình,Huyện Vũ Thư,Xã Song An,Gia Hội,normal,10850.4
Thái Bình,Huyện Vũ Thư,Xã Tam Quang,Thôn Hòa Bình,extreme poverty,14539.733333333334
Thái Bình,Huyện Vũ Thư,Xã Tam Quang,Thôn Hòa Bình,normal,12722.266666666666
Thái Bình,Huyện Vũ Thư,Xã Vũ Hội,Thôn Mỹ Am 1,extreme poverty,24641.466666666667
Thái Bình,Huyện Vũ Thư,Xã Vũ Hội,Thôn Mỹ Am 1,normal,8960.533333333333
Thái Bình,Huyện Vũ Thư,Xã Vũ Đoài,Thôn 7,extreme poverty,6032
Thái Bình,Huyện Vũ Thư,Xã Vũ Đoài,Thôn 7,normal,12064
Thái Bình,Huyện Vũ Thư,Xã Xuân Hòa,Xóm Hồng Thái Thôn Cự Lâm,extreme poverty,12084
Thái Bình,Huyện Vũ Thư,Xã Xuân Hòa,Xóm Hồng Thái Thôn Cự Lâm,normal,6042
Thái Bình,Huyện Đông Hưng,Xã Hồng Việt,Thôn Bá Thôn 1,extreme poverty,9680
Thái Bình,Huyện Đông Hưng,Xã Hồng Việt,Thôn Bá Thôn 1,normal,4840
Thái Bình,Huyện Đông Hưng,Xã Minh Tân,thôn Hưng Sơn,extreme poverty,10168
Thái Bình,Huyện Đông Hưng,Xã Minh Tân,thôn Hưng Sơn,normal,5084
Thái Bình,Huyện Đông Hưng,Xã Phú Lương,Xóm 6+7 Thôn Duyên Phú,extreme poverty,17860
Thái Bình,Huyện Đông Hưng,Xã Phú Lương,Xóm 6+7 Thôn Duyên Phú,normal,8930
Thái Bình,Huyện Đông Hưng,Xã Trọng Quan,Xóm 10 Hưng Quan,extreme poverty,20972
Thái Bình,Huyện Đông Hưng,Xã Trọng Quan,Xóm 10 Hưng Quan,normal,10486
Thái Bình,Huyện Đông Hưng,Xã Đông Các,Xóm Chùa - Thôn Bắc Lịch Động,extreme poverty,7800
Thái Bình,Huyện Đông Hưng,Xã Đông Các,Xóm Chùa - Thôn Bắc Lịch Động,normal,6825
Thái Bình,Huyện Đông Hưng,Xã Đông Cường,Thôn Xuân Thọ,extreme poverty,7084.8
Thái Bình,Huyện Đông Hưng,Xã Đông Cường,Thôn Xuân Thọ,normal,4723.200000000001
Thái Bình,Huyện Đông Hưng,Xã Đông Hoàng,Xóm Thái Học - Thái Hòa 1,extreme poverty,5748.266666666666
Thái Bình,Huyện Đông Hưng,Xã Đông Hoàng,Xóm Thái Học - Thái Hòa 1,normal,15807.733333333334
Thái Bình,Huyện Đông Hưng,Xã Đông Tân,Xóm 4 - Tây Thượng Liệt,extreme poverty,10153.866666666667
Thái Bình,Huyện Đông Hưng,Xã Đông Tân,Xóm 4 - Tây Thượng Liệt,normal,1562.1333333333334
Thái Bình,Huyện Đông Hưng,Xã Đông Á,Thôn Đại đồng,extreme poverty,6300.800000000001
Thái Bình,Huyện Đông Hưng,Xã Đông Á,Thôn Đại đồng,normal,9451.2
Thái Bình,Thành phố Thái Bình,Phường Kỳ Bá,Tổ 8,normal,30286
Thái Bình,Thành phố Thái Bình,Phường Phú Khánh,Tổ 8,normal,38500
Thái Bình,Thành phố Thái Bình,Phường Tiền Phong,Tổ 1,extreme poverty,2323.2
Thái Bình,Thành phố Thái Bình,Phường Tiền Phong,Tổ 1,normal,32524.799999999996
Thái Bình,Thành phố Thái Bình,Phường Trần Hưng Đạo,Tổ 10,normal,34650
Thái Bình,Thành phố Thái Bình,Xã Phú Xuân,Thôn Xuân Lôi,extreme poverty,2599.866666666667
Thái Bình,Thành phố Thái Bình,Xã Phú Xuân,Thôn Xuân Lôi,normal,36398.13333333333
Thái Bình,Thành phố Thái Bình,Xã Tân Bình,xóm Hòa Bình -Trường Mại,extreme poverty,24710.4
Thái Bình,Thành phố Thái Bình,Xã Tân Bình,xóm Hòa Bình -Trường Mại,normal,8985.6
Thái Bình,Thành phố Thái Bình,Xã Vũ Lạc,Thượng cầm,extreme poverty,4017.6000000000004
Thái Bình,Thành phố Thái Bình,Xã Vũ Lạc,Thượng cầm,normal,6026.4000000000005
Thái Bình,Thành phố Thái Bình,Xã Vũ Phúc,xóm 4-Phúc Thượng,extreme poverty,11712
Thái Bình,Thành phố Thái Bình,Xã Vũ Phúc,xóm 4-Phúc Thượng,normal,17568
Thái Bình,Thành phố Thái Bình,Xã Vũ Đông,Nguyễn Huệ,extreme poverty,16876.933333333334
Thái Bình,Thành phố Thái Bình,Xã Vũ Đông,Nguyễn Huệ,normal,6137.066666666667
Thái Nguyên,Huyện Phú Bình,Thị trấn Hương Sơn,TDP Úc sơn,extreme poverty,12883.2
Thái Nguyên,Huyện Phú Bình,Thị trấn Hương Sơn,TDP Úc sơn,normal,11272.800000000001
Thái Nguyên,Huyện Phú Bình,Xã Dương Thành,Nguộn,extreme poverty,20211.333333333336
Thái Nguyên,Huyện Phú Bình,Xã Dương Thành,Nguộn,normal,1443.6666666666667
Thái Nguyên,Huyện Phú Bình,Xã Kha Sơn,Kha Bình Lâm,extreme poverty,22686
Thái Nguyên,Huyện Phú Bình,Xã Nhã Lộng,Hanh,extreme poverty,28249.2
Thái Nguyên,Huyện Phú Bình,Xã Nhã Lộng,Hanh,normal,2017.8
Thái Nguyên,Huyện Phú Bình,Xã Thanh Ninh,Nam Hương 3,extreme poverty,30420
Thái Nguyên,Huyện Phú Bình,Xã Tân Khánh,Na Ri,extreme poverty,28288
Thái Nguyên,Huyện Phú Bình,Xã Tân Đức,Ngọc Lý+Tân Ngọc,extreme poverty,28512
Thái Nguyên,Huyện Phú Lương,Thị trấn Đu,xóm Trần Phú,extreme poverty,10404
Thái Nguyên,Huyện Phú Lương,Thị trấn Đu,xóm Trần Phú,normal,5202
Thái Nguyên,Huyện Phú Lương,Xã Vô Tranh,xóm trung thành 3,extreme poverty,18387.2
Thái Nguyên,Huyện Phú Lương,Xã Vô Tranh,xóm trung thành 3,normal,2828.8
Thái Nguyên,Huyện Phú Lương,Xã Yên Ninh,bắc bé,extreme poverty,19050.2
Thái Nguyên,Huyện Phú Lương,Xã Yên Ninh,bắc bé,normal,2930.8
Thái Nguyên,Huyện Võ Nhai,Xã Phú Thượng,phượng hoàng,extreme poverty,26712
Thái Nguyên,Huyện Võ Nhai,Xã Phương Giao,Nà Canh,extreme poverty,21726
Thái Nguyên,Huyện Võ Nhai,Xã Tràng Xá,chòi hồng,extreme poverty,31247.999999999996
Thái Nguyên,Huyện Đại Từ,Xã Hà Thượng,Xóm 7,extreme poverty,20204.600000000002
Thái Nguyên,Huyện Đại Từ,Xã Hà Thượng,Xóm 7,normal,3108.4
Thái Nguyên,Huyện Đại Từ,Xã La Bằng,La Bằng,extreme poverty,21496.8
Thái Nguyên,Huyện Đại Từ,Xã La Bằng,La Bằng,normal,3307.2
Thái Nguyên,Huyện Đại Từ,Xã Phú Xuyên,Xóm 10,extreme poverty,23500
Thái Nguyên,Huyện Đại Từ,Xã Tiên Hội,Trung Na 1 và Trung Na 2,extreme poverty,22997.866666666665
Thái Nguyên,Huyện Đại Từ,Xã Tiên Hội,Trung Na 1 và Trung Na 2,normal,3538.133333333333
Thái Nguyên,Huyện Định Hóa,Xã Bình Thành,"Cây Cóc, Đồng Tô",normal,21465
Thái Nguyên,Huyện Định Hóa,Xã Bình Yên,"Nạ Riệng, Đỏn Thỏi",normal,21250
Thái Nguyên,Huyện Định Hóa,Xã Phượng Tiến,"Xóm Tổ, Xóm Mấu",normal,24246
Thái Nguyên,Huyện Định Hóa,Xã Quy Kỳ,"Khuân Nhà, Sự Thật",normal,27404
Thái Nguyên,Huyện Định Hóa,Xã Sơn Phú,"Phú Hội 1, Phú Hội 2",normal,24282
Thái Nguyên,Huyện Định Hóa,Xã Đồng Thịnh,"An Thịnh 1, An Thịnh 2",normal,30912.000000000004
Thái Nguyên,Huyện Đồng Hỷ,Xã Cây Thị,Hoan,extreme poverty,20825
Thái Nguyên,Huyện Đồng Hỷ,Xã Quang Sơn,Na Lay,extreme poverty,21854
Thái Nguyên,Huyện Đồng Hỷ,Xã Văn Lăng,Khe Quân,extreme poverty,20700
Thái Nguyên,Thành phố Sông Công,Phường Phố Cò,TDP Tân Huyện,extreme poverty,17326.399999999998
Thái Nguyên,Thành phố Sông Công,Phường Phố Cò,TDP Tân Huyện,normal,2665.6
Thái Nguyên,Thành phố Sông Công,Xã Tân Quang,BÀI LÀI,extreme poverty,13608
Thái Nguyên,Thành phố Sông Công,Xã Tân Quang,BÀI LÀI,normal,3402
Thái Nguyên,Thành phố Thái Nguyên,Phường Cam Giá,Tổ 20+Tổ 21,extreme poverty,21389.399999999998
Thái Nguyên,Thành phố Thái Nguyên,Phường Cam Giá,Tổ 20+Tổ 21,normal,14259.599999999999
Thái Nguyên,Thành phố Thái Nguyên,Phường Hoàng Văn Thụ,Tổ 2A,normal,51357
Thái Nguyên,Thành phố Thái Nguyên,Phường Hương Sơn,Tổ 27,normal,20412
Thái Nguyên,Thành phố Thái Nguyên,Phường Phan Đình Phùng,Tổ 17,extreme poverty,929.0666666666667
Thái Nguyên,Thành phố Thái Nguyên,Phường Phan Đình Phùng,Tổ 17,normal,13006.933333333334
Thái Nguyên,Thành phố Thái Nguyên,Phường Phú Xá,Tổ 9,normal,17110
Thái Nguyên,Thành phố Thái Nguyên,Phường Quang Trung,Tổ 4(2),extreme poverty,3606.4000000000005
Thái Nguyên,Thành phố Thái Nguyên,Phường Quang Trung,Tổ 4(2),normal,14425.600000000002
Thái Nguyên,Thành phố Thái Nguyên,Phường Quang Vinh,Tổ 5,extreme poverty,4554
Thái Nguyên,Thành phố Thái Nguyên,Phường Quang Vinh,Tổ 5,normal,29601
Thái Nguyên,Thành phố Thái Nguyên,Phường Quán Triều,Tổ 5,extreme poverty,5301.333333333333
Thái Nguyên,Thành phố Thái Nguyên,Phường Quán Triều,Tổ 5,normal,34458.666666666664
Thái Nguyên,Thành phố Thái Nguyên,Phường Thịnh Đán,Tổ 17(2),extreme poverty,36812.53333333333
Thái Nguyên,Thành phố Thái Nguyên,Phường Thịnh Đán,Tổ 17(2),normal,42071.46666666667
Thái Nguyên,Thành phố Thái Nguyên,Phường Trung Thành,Tổ 23,extreme poverty,15603.2
Thái Nguyên,Thành phố Thái Nguyên,Phường Trung Thành,Tổ 23,normal,3900.8
Thái Nguyên,Thành phố Thái Nguyên,Phường Tân Long,Tổ 9,extreme poverty,3882.8
Thái Nguyên,Thành phố Thái Nguyên,Phường Tân Long,Tổ 9,normal,25238.2
Thái Nguyên,Thành phố Thái Nguyên,Phường Tân Thành,Tổ 14,extreme poverty,13798.400000000001
Thái Nguyên,Thành phố Thái Nguyên,Phường Tân Thành,Tổ 14,normal,5017.6
Thái Nguyên,Thành phố Thái Nguyên,Phường Túc Duyên,Tổ 20,extreme poverty,26631
Thái Nguyên,Thành phố Thái Nguyên,Phường Túc Duyên,Tổ 20,normal,17754
Thái Nguyên,Thành phố Thái Nguyên,Xã Sơn Cẩm,Cao Sơn 5,extreme poverty,12547.333333333334
Thái Nguyên,Thành phố Thái Nguyên,Xã Sơn Cẩm,Cao Sơn 5,normal,25094.666666666668
Thái Nguyên,Thành phố Thái Nguyên,Xã Thịnh Đức,Mỹ Hào,extreme poverty,25099.199999999997
Thái Nguyên,Thành phố Thái Nguyên,Xã Thịnh Đức,Mỹ Hào,normal,6274.799999999999
Thái Nguyên,Thành phố Thái Nguyên,Xã Đồng Liên,Xóm Đồng Vạn,extreme poverty,24534
Thái Nguyên,Thị xã Phổ Yên,Phường Trung Thành,Thanh xuyên 4-2,normal,21420
Thái Nguyên,Thị xã Phổ Yên,Phường Đồng Tiến,an bình 2,normal,10143
Thái Nguyên,Thị xã Phổ Yên,Xã Minh Đức,đậu 8b,normal,32060.000000000004
Thái Nguyên,Thị xã Phổ Yên,Xã Phúc Thuận,tân ấp 1,normal,22000
Thái Nguyên,Thị xã Phổ Yên,Xã Vạn Phái,tân hòa,normal,20148
Thừa Thiên Huế,Huyện A Lưới,Thị trấn A Lưới,Tổ dân phố 1 (nhóm 3),extreme poverty,20109.600000000002
Thừa Thiên Huế,Huyện A Lưới,Thị trấn A Lưới,Tổ dân phố 1 (nhóm 3),normal,1436.4
Thừa Thiên Huế,Huyện Nam Đông,Xã Hương Phú,Thôn Phú Mậu,extreme poverty,20199.399999999998
Thừa Thiên Huế,Huyện Nam Đông,Xã Hương Phú,Thôn Phú Mậu,normal,3107.6
Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Chương,Thôn Mỹ Phú (nhóm 1),extreme poverty,21481.2
Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Chương,Thôn Mỹ Phú (nhóm 1),normal,3304.8
Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Hiền,Thôn Gia Viên,extreme poverty,11366.666666666668
Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Hiền,Thôn Gia Viên,normal,5683.333333333334
Thừa Thiên Huế,Huyện Phong Điền,Xã Điền Hương,Thôn Thanh Hương Lâm,extreme poverty,23086
Thừa Thiên Huế,Huyện Phong Điền,Xã Điền Hương,Thôn Thanh Hương Lâm,normal,1649
Thừa Thiên Huế,Huyện Phong Điền,Xã Điền Hải,Thế Chí Đông 4,extreme poverty,12916.800000000001
Thừa Thiên Huế,Huyện Phong Điền,Xã Điền Hải,Thế Chí Đông 4,normal,8611.2
Thừa Thiên Huế,Huyện Phú Lộc,Thị trấn Lăng Cô,An Cư Tây (Hói Mít nhóm 1),normal,23655
Thừa Thiên Huế,Huyện Phú Lộc,Xã Lộc Bổn,"Bình An (tổ 1,2,3)",normal,28314
Thừa Thiên Huế,Huyện Phú Lộc,Xã Lộc Hòa,Nam Khe Dài,normal,23002
Thừa Thiên Huế,Huyện Phú Lộc,Xã Lộc Vĩnh,Cảnh Dương (Xóm Tái Định Cư),normal,20950
Thừa Thiên Huế,Huyện Phú Lộc,Xã Vinh Hưng,Phụng Chánh 1 (nhóm 2),normal,22680
Thừa Thiên Huế,Huyện Phú Vang,Thị trấn Phú Đa,Viễn Trình 4,extreme poverty,12676.8
Thừa Thiên Huế,Huyện Phú Vang,Thị trấn Phú Đa,Viễn Trình 4,normal,11092.199999999999
Thừa Thiên Huế,Huyện Phú Vang,Xã Phú Diên,Mỹ Khánh (nhóm 1),normal,20748
Thừa Thiên Huế,Huyện Phú Vang,Xã Phú Gia,Điền Trung,extreme poverty,13406.4
Thừa Thiên Huế,Huyện Phú Vang,Xã Phú Gia,Điền Trung,normal,11730.6
Thừa Thiên Huế,Huyện Phú Vang,Xã Phú Hải,Thôn Cự Lại Nam 1,normal,29766
Thừa Thiên Huế,Huyện Phú Vang,Xã Phú Hồ,KV 3 Thôn Di Đông,extreme poverty,21987.333333333332
Thừa Thiên Huế,Huyện Phú Vang,Xã Phú Hồ,KV 3 Thôn Di Đông,normal,3382.6666666666665
Thừa Thiên Huế,Huyện Phú Vang,Xã Phú Mỹ,"Thôn Dưỡng Mong (Xóm 7,8,9, xóm Lỗ)",extreme poverty,9120
Thừa Thiên Huế,Huyện Phú Vang,Xã Phú Mỹ,"Thôn Dưỡng Mong (Xóm 7,8,9, xóm Lỗ)",normal,18240
Thừa Thiên Huế,Huyện Phú Vang,Xã Vinh Hà,Thôn 1,extreme poverty,22478.399999999998
Thừa Thiên Huế,Huyện Phú Vang,Xã Vinh Hà,Thôn 1,normal,1605.6
Thừa Thiên Huế,Huyện Phú Vang,Xã Vinh Thanh,Phía giáp thôn 2,extreme poverty,9088
Thừa Thiên Huế,Huyện Phú Vang,Xã Vinh Thanh,Phía giáp thôn 2,normal,18176
Thừa Thiên Huế,Huyện Quảng Điền,Thị trấn Sịa,Tổ dân phố Khuông Phò (nhóm 1),extreme poverty,7488
Thừa Thiên Huế,Huyện Quảng Điền,Thị trấn Sịa,Tổ dân phố Khuông Phò (nhóm 1),normal,14976
Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng An,An Xuân Bắc (nhóm 1),extreme poverty,14128.4
Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng An,An Xuân Bắc (nhóm 1),normal,2173.6
Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Lợi,Xóm Thượng + ½ xóm Trung thôn Thủy Lập,extreme poverty,23968
Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Lợi,Xóm Thượng + ½ xóm Trung thôn Thủy Lập,normal,1712
Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Ngạn,Thôn Đông Hải,normal,21670
Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Phú,Hạ Lang - Quảng Phú (nhóm 4),extreme poverty,11984
Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Phú,Hạ Lang - Quảng Phú (nhóm 4),normal,5992
Thừa Thiên Huế,Thành phố Huế,Phường An Cựu,tổ 14,normal,32269.000000000004
Thừa Thiên Huế,Thành phố Huế,Phường An Hòa,tổ 12 (nhóm 2),extreme poverty,1873.0666666666666
Thừa Thiên Huế,Thành phố Huế,Phường An Hòa,tổ 12 (nhóm 2),normal,26222.933333333334
Thừa Thiên Huế,Thành phố Huế,Phường An Tây,Tổ 1 ( nhóm 1),normal,27877
Thừa Thiên Huế,Thành phố Huế,Phường An Đông,Tổ 15 (nhóm 2),extreme poverty,1326.6666666666667
Thừa Thiên Huế,Thành phố Huế,Phường An Đông,Tổ 15 (nhóm 2),normal,18573.333333333336
Thừa Thiên Huế,Thành phố Huế,Phường Hương Long,Tổ 4 (nhóm 1),extreme poverty,5165.866666666667
Thừa Thiên Huế,Thành phố Huế,Phường Hương Long,Tổ 4 (nhóm 1),normal,33578.13333333333
Thừa Thiên Huế,Thành phố Huế,Phường Hương Vinh,Thôn Địa Linh,normal,21616
Thừa Thiên Huế,Thành phố Huế,Phường Phú Hiệp,tổ 12,extreme poverty,4883.2
Thừa Thiên Huế,Thành phố Huế,Phường Phú Hiệp,tổ 12,normal,31740.8
Thừa Thiên Huế,Thành phố Huế,Phường Phú Hòa,Tổ 5 (nhóm 2),normal,52212
Thừa Thiên Huế,Thành phố Huế,Phường Phú Nhuận,tổ 5,normal,31640.000000000004
Thừa Thiên Huế,Thành phố Huế,Phường Phường Đúc,Tổ 9,normal,32384
Thừa Thiên Huế,Thành phố Huế,Phường Thuận Hòa,tổ 3 (nhóm 1),normal,47952
Thừa Thiên Huế,Thành phố Huế,Phường Thuận Lộc,tổ 7,normal,19008
Thừa Thiên Huế,Thành phố Huế,Phường Trường An,tổ 3 (nhóm 2),normal,27200
Thừa Thiên Huế,Thành phố Huế,Phường Tây Lộc,Tổ 16,normal,19864
Thừa Thiên Huế,Thành phố Huế,Phường Tây Lộc,tổ 14,normal,13888
Thừa Thiên Huế,Thành phố Huế,Phường Xuân Phú,tổ 12,normal,19584
Thừa Thiên Huế,Thành phố Huế,Xã Hải Dương,Thôn Thai Dương Hạ Nam,normal,24310
Thừa Thiên Huế,Thị xã Hương Thủy,Phường Thủy Phương,Tổ dân phố 12 (nhóm 2),normal,22684
Thừa Thiên Huế,Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố Phụ Ổ 1,extreme poverty,21599.2
Thừa Thiên Huế,Thị xã Hương Trà,Phường Hương Chữ,Tổ dân phố Phụ Ổ 1,normal,1542.8
Thừa Thiên Huế,Thị xã Hương Trà,Phường Hương Văn,TDP Giáp Thượng 1,extreme poverty,11394.133333333333
Thừa Thiên Huế,Thị xã Hương Trà,Phường Hương Văn,TDP Giáp Thượng 1,normal,813.8666666666667
Thừa Thiên Huế,Thị xã Hương Trà,Xã Hương Toàn,Thôn Giáp Thượng,extreme poverty,25601.333333333336
Thừa Thiên Huế,Thị xã Hương Trà,Xã Hương Toàn,Thôn Giáp Thượng,normal,1828.6666666666667
Tiền Giang,Huyện Cai Lậy,Xã Long Tiên,Mỹ Thạnh A1,extreme poverty,23324.4
Tiền Giang,Huyện Cai Lậy,Xã Long Tiên,Mỹ Thạnh A1,normal,8481.6
Tiền Giang,Huyện Cai Lậy,Xã Phú An,"Tổ NDTQ 15,16,17 ấp 6",extreme poverty,28537.6
Tiền Giang,Huyện Cai Lậy,Xã Phú An,"Tổ NDTQ 15,16,17 ấp 6",normal,4390.4
Tiền Giang,Huyện Cai Lậy,Xã Phú Cường,Địa bàn số 19 ấp 3,extreme poverty,23840
Tiền Giang,Huyện Cai Lậy,Xã Phú Cường,Địa bàn số 19 ấp 3,normal,5960
Tiền Giang,Huyện Châu Thành,Xã Dưỡng Điềm,ấp Nam,extreme poverty,10468.333333333332
Tiền Giang,Huyện Châu Thành,Xã Dưỡng Điềm,ấp Nam,normal,20936.666666666664
Tiền Giang,Huyện Châu Thành,Xã Hữu Đạo,ấp Hữu Thuận 2,extreme poverty,33292
Tiền Giang,Huyện Châu Thành,Xã Hữu Đạo,ấp Hữu Thuận 2,normal,2378
Tiền Giang,Huyện Châu Thành,Xã Long An,Long Thới 2,extreme poverty,35568
Tiền Giang,Huyện Châu Thành,Xã Phú Phong,"Địa bàn 12, ấp Phú Hoà",extreme poverty,19345.2
Tiền Giang,Huyện Châu Thành,Xã Phú Phong,"Địa bàn 12, ấp Phú Hoà",normal,1381.8
Tiền Giang,Huyện Châu Thành,Xã Thân Cửu Nghĩa,ấp Ngãi Thuận 2,extreme poverty,19148.399999999998
Tiền Giang,Huyện Châu Thành,Xã Thân Cửu Nghĩa,ấp Ngãi Thuận 2,normal,12765.599999999999
Tiền Giang,Huyện Châu Thành,Xã Tân Hương,Tổ NDTQ số 6+7(b),extreme poverty,6756
Tiền Giang,Huyện Châu Thành,Xã Tân Hương,Tổ NDTQ số 6+7(b),normal,18579
Tiền Giang,Huyện Châu Thành,Xã Tân Lý Đông,"Tổ NDTQ số:1,11",extreme poverty,23116.8
Tiền Giang,Huyện Châu Thành,Xã Tân Lý Đông,"Tổ NDTQ số:1,11",normal,15411.2
Tiền Giang,Huyện Châu Thành,Xã Đông Hòa,Ấp Dầu 2,extreme poverty,20529.6
Tiền Giang,Huyện Châu Thành,Xã Đông Hòa,Ấp Dầu 2,normal,5132.4
Tiền Giang,Huyện Chợ Gạo,Xã Hòa Định,ấp Mỹ Thạnh 2,extreme poverty,28052.266666666666
Tiền Giang,Huyện Chợ Gạo,Xã Hòa Định,ấp Mỹ Thạnh 2,normal,2003.7333333333333
Tiền Giang,Huyện Chợ Gạo,Xã Long Bình Điền,Ấp Điền Mỹ 2,extreme poverty,31126.666666666668
Tiền Giang,Huyện Chợ Gạo,Xã Long Bình Điền,Ấp Điền Mỹ 2,normal,2223.3333333333335
Tiền Giang,Huyện Chợ Gạo,Xã Phú Kiết,ấp Phú Thạnh A2,extreme poverty,31360
Tiền Giang,Huyện Chợ Gạo,Xã Phú Kiết,ấp Phú Thạnh A2,normal,2240
Tiền Giang,Huyện Chợ Gạo,Xã Thanh Bình,Ấp Bình Long 1,extreme poverty,31547.600000000002
Tiền Giang,Huyện Chợ Gạo,Xã Thanh Bình,Ấp Bình Long 1,normal,2253.4
Tiền Giang,Huyện Chợ Gạo,Xã Tân Bình Thạnh,ấp Nhựt Tân 6,extreme poverty,34620
Tiền Giang,Huyện Chợ Gạo,Xã Xuân Đông,ấp Tân Ninh 1,extreme poverty,24024
Tiền Giang,Huyện Chợ Gạo,Xã Xuân Đông,ấp Tân Ninh 1,normal,8736
Tiền Giang,Huyện Cái Bè,Xã An Hữu,"Ấp 2, Tổ NDTQ 1a+1b+2+3",extreme poverty,15466.666666666666
Tiền Giang,Huyện Cái Bè,Xã An Hữu,"Ấp 2, Tổ NDTQ 1a+1b+2+3",normal,13533.333333333332
Tiền Giang,Huyện Cái Bè,Xã An Thái Đông,"ấp Đông Thạnh, Tổ NDTQ 6+7+8+9+10",extreme poverty,33260.26666666666
Tiền Giang,Huyện Cái Bè,Xã An Thái Đông,"ấp Đông Thạnh, Tổ NDTQ 6+7+8+9+10",normal,2375.733333333333
Tiền Giang,Huyện Cái Bè,Xã Hòa Hưng,"Ấp Hòa, Tổ NDTQ 4+5+6",extreme poverty,21158.4
Tiền Giang,Huyện Cái Bè,Xã Hòa Hưng,"Ấp Hòa, Tổ NDTQ 4+5+6",normal,5289.6
Tiền Giang,Huyện Cái Bè,Xã Hòa Khánh,"Ấp Khu Phồ, Tổ NDTQ 6+7+9+10",extreme poverty,5300
Tiền Giang,Huyện Cái Bè,Xã Hòa Khánh,"Ấp Khu Phồ, Tổ NDTQ 6+7+9+10",normal,21200
Tiền Giang,Huyện Cái Bè,Xã Hậu Mỹ Bắc B,"Ấp Mỹ Trung, Tổ NDTQ 27+28+29",extreme poverty,23814
Tiền Giang,Huyện Cái Bè,Xã Hậu Mỹ Bắc B,"Ấp Mỹ Trung, Tổ NDTQ 27+28+29",normal,11907
Tiền Giang,Huyện Cái Bè,Xã Hậu Thành,"Ấp Hậu Hoa, Đội 7c",extreme poverty,17625
