tentinh,tenhuyen,tenxa,tendb,wb_poverty,count
Tiền Giang,Huyện Cái Bè,Xã Hậu Thành,"Ấp Hậu Hoa, Đội 7c",normal,11750
Tiền Giang,Huyện Cái Bè,Xã Mỹ Hội,"Ấp Mỹ Chánh A, Tổ NDTQ 4+5+6",extreme poverty,20422.666666666668
Tiền Giang,Huyện Cái Bè,Xã Mỹ Hội,"Ấp Mỹ Chánh A, Tổ NDTQ 4+5+6",normal,10211.333333333334
Tiền Giang,Huyện Cái Bè,Xã Thiện Trung,"Ấp Mỹ Tường, Tổ NDTQ 5+6+7",extreme poverty,39657.33333333333
Tiền Giang,Huyện Cái Bè,Xã Thiện Trung,"Ấp Mỹ Tường, Tổ NDTQ 5+6+7",normal,2832.6666666666665
Tiền Giang,Huyện Cái Bè,Xã Tân Thanh,"Ấp 2, Tổ NDTQ số 4+5+6",extreme poverty,29948.799999999996
Tiền Giang,Huyện Cái Bè,Xã Tân Thanh,"Ấp 2, Tổ NDTQ số 4+5+6",normal,2139.2
Tiền Giang,Huyện Gò Công Tây,Thị trấn Vĩnh Bình,Khu phố 4 (tổ 6-8-9-10),extreme poverty,13897.6
Tiền Giang,Huyện Gò Công Tây,Thị trấn Vĩnh Bình,Khu phố 4 (tổ 6-8-9-10),normal,12160.4
Tiền Giang,Huyện Gò Công Tây,Xã Long Bình,"Ấp Long Thới ( Tổ 4,6,7)",extreme poverty,24804.266666666666
Tiền Giang,Huyện Gò Công Tây,Xã Long Bình,"Ấp Long Thới ( Tổ 4,6,7)",normal,9019.733333333334
Tiền Giang,Huyện Gò Công Tây,Xã Long Vĩnh,Ấp Hưng Hòa (Tổ 11+12),extreme poverty,18784
Tiền Giang,Huyện Gò Công Tây,Xã Long Vĩnh,Ấp Hưng Hòa (Tổ 11+12),normal,9392
Tiền Giang,Huyện Gò Công Tây,Xã Thạnh Nhựt,Ấp Bình Đông (Tổ 19+20+21),extreme poverty,12809.066666666666
Tiền Giang,Huyện Gò Công Tây,Xã Thạnh Nhựt,Ấp Bình Đông (Tổ 19+20+21),normal,14638.933333333332
Tiền Giang,Huyện Gò Công Tây,Xã Vĩnh Hựu,"Ấp An Ninh ( Tổ 11,12,13,14 )",extreme poverty,15209.6
Tiền Giang,Huyện Gò Công Tây,Xã Vĩnh Hựu,"Ấp An Ninh ( Tổ 11,12,13,14 )",normal,13308.4
Tiền Giang,Huyện Gò Công Đông,Xã Bình Nghị,"ấp Ruộng Cạn Tổ số 1,4,5,8",extreme poverty,27654.4
Tiền Giang,Huyện Gò Công Đông,Xã Bình Nghị,"ấp Ruộng Cạn Tổ số 1,4,5,8",normal,6913.6
Tiền Giang,Huyện Gò Công Đông,Xã Tân Thành,"Tổ 1,4, 9 Ấp Chợ",extreme poverty,23240
Tiền Giang,Huyện Gò Công Đông,Xã Tân Thành,"Tổ 1,4, 9 Ấp Chợ",normal,11620
Tiền Giang,Huyện Gò Công Đông,Xã Tân Thành,"Tổ 8,9,10,11,12 Ấp Cầu Muống",extreme poverty,29849.6
Tiền Giang,Huyện Gò Công Đông,Xã Tân Thành,"Tổ 8,9,10,11,12 Ấp Cầu Muống",normal,7462.4
Tiền Giang,Huyện Gò Công Đông,Xã Tân Điền,"Ấp Bắc 1 ( tổ 1,2,4,5,6)",extreme poverty,25584.533333333333
Tiền Giang,Huyện Gò Công Đông,Xã Tân Điền,"Ấp Bắc 1 ( tổ 1,2,4,5,6)",normal,9303.466666666667
Tiền Giang,Huyện Tân Phước,Xã Phước Lập,"ấp Mỹ Lợi (tổ 1,3,5)",extreme poverty,31584
Tiền Giang,Huyện Tân Phước,Xã Tân Hòa Thành,"ấp Tân Phú (tổ 5,6,11,10)",extreme poverty,13548.8
Tiền Giang,Huyện Tân Phước,Xã Tân Hòa Thành,"ấp Tân Phú (tổ 5,6,11,10)",normal,20323.199999999997
Tiền Giang,Thành phố Mỹ Tho,Phường 10,"Khu phố Trung Lương (tổ 5,6,7,9,14)",extreme poverty,8178
Tiền Giang,Thành phố Mỹ Tho,Phường 10,"Khu phố Trung Lương (tổ 5,6,7,9,14)",normal,32712
Tiền Giang,Thành phố Mỹ Tho,Phường 3,KP7 (Tổ 3+5+6),extreme poverty,1695.4666666666667
Tiền Giang,Thành phố Mỹ Tho,Phường 3,KP7 (Tổ 3+5+6),normal,23736.533333333333
Tiền Giang,Thành phố Mỹ Tho,Phường 4,"Khu phố 3 (Tổ 5,7,9,10)",normal,24738
Tiền Giang,Thành phố Mỹ Tho,Phường 5,"khu phố 7- Tổ 1, 2, 4, 7, 8",extreme poverty,1424.2666666666667
Tiền Giang,Thành phố Mỹ Tho,Phường 5,"khu phố 7- Tổ 1, 2, 4, 7, 8",normal,19939.733333333334
Tiền Giang,Thành phố Mỹ Tho,Phường 7,"Khu phố 7- Tổ 1,2,3,4,6, 7, 8, 9, 10, 11, 12",extreme poverty,1817.6
Tiền Giang,Thành phố Mỹ Tho,Phường 7,"Khu phố 7- Tổ 1,2,3,4,6, 7, 8, 9, 10, 11, 12",normal,25446.399999999998
Tiền Giang,Thành phố Mỹ Tho,Phường 9,Khu phố 5- Tổ 1+2B+2A,extreme poverty,4906.200000000001
Tiền Giang,Thành phố Mỹ Tho,Phường 9,Khu phố 5- Tổ 1+2B+2A,normal,19624.800000000003
Tiền Giang,Thành phố Mỹ Tho,Xã Mỹ Phong,"Ấp Hội Gia- Tổ 7, 8",extreme poverty,6108.8
Tiền Giang,Thành phố Mỹ Tho,Xã Mỹ Phong,"Ấp Hội Gia- Tổ 7, 8",normal,24435.2
Tiền Giang,Thành phố Mỹ Tho,Xã Phước Thạnh,"Ấp Phước Thuận (tổ 1,2,3,20,25)",extreme poverty,17531.733333333334
Tiền Giang,Thành phố Mỹ Tho,Xã Phước Thạnh,"Ấp Phước Thuận (tổ 1,2,3,20,25)",normal,20036.266666666666
Tiền Giang,Thành phố Mỹ Tho,Xã Trung An,Ấp Bình Tạo- Tổ 7,normal,16324
Tiền Giang,Thành phố Mỹ Tho,Xã Tân Mỹ Chánh,Ấp Bình Phong- Tổ 8+14+15,extreme poverty,12552
Tiền Giang,Thành phố Mỹ Tho,Xã Tân Mỹ Chánh,Ấp Bình Phong- Tổ 8+14+15,normal,10983
Tiền Giang,Thành phố Mỹ Tho,Xã Đạo Thạnh,"Ấp Long Hòa A (tổ 6,7,17)",extreme poverty,13132
Tiền Giang,Thành phố Mỹ Tho,Xã Đạo Thạnh,"Ấp Long Hòa A (tổ 6,7,17)",normal,15008
Tiền Giang,Thị xã Cai Lậy,Phường Nhị Mỹ,Mỹ Lợi 1,extreme poverty,25205.4
Tiền Giang,Thị xã Cai Lậy,Phường Nhị Mỹ,Mỹ Lợi 1,normal,9165.6
Tiền Giang,Thị xã Cai Lậy,Xã Long Khánh,Phú thuận 6,extreme poverty,26832
Tiền Giang,Thị xã Cai Lậy,Xã Long Khánh,Phú thuận 6,normal,4128
Tiền Giang,Thị xã Cai Lậy,Xã Mỹ Hạnh Trung,"Tổ NDTQ số 7,8,9 (Địa bàn 1 ấp Mỹ Lợi)",extreme poverty,22103.4
Tiền Giang,Thị xã Cai Lậy,Xã Mỹ Hạnh Trung,"Tổ NDTQ số 7,8,9 (Địa bàn 1 ấp Mỹ Lợi)",normal,8037.6
Tiền Giang,Thị xã Cai Lậy,Xã Mỹ Hạnh Đông,Mỹ Lương 3,extreme poverty,24786.666666666668
Tiền Giang,Thị xã Cai Lậy,Xã Mỹ Hạnh Đông,Mỹ Lương 3,normal,3813.3333333333335
Tiền Giang,Thị xã Cai Lậy,Xã Thanh Hòa,Thanh bình 2,extreme poverty,21190.4
Tiền Giang,Thị xã Cai Lậy,Xã Thanh Hòa,Thanh bình 2,normal,7705.6
Tiền Giang,Thị xã Gò Công,Phường 4,"Khu phố 4, phường 4 (tổ 7, 8, 9)",normal,38626
Tiền Giang,Thị xã Gò Công,Xã Bình Đông,"Ấp Cộng Lạc (Tổ NDTQ số 16,17,18)",normal,29835
Tiền Giang,Thị xã Gò Công,Xã Long Hòa,"ấp Tân Xã (Tổ 6,7,8)",normal,30740.000000000004
Tiền Giang,Thị xã Gò Công,Xã Tân Trung,"Ấp Mỹ Xuân 1, Xã Tân Trung",normal,34928
Trà Vinh,Huyện Châu Thành,Thị trấn Châu Thành,Khóm 2.2,extreme poverty,1580.8
Trà Vinh,Huyện Châu Thành,Thị trấn Châu Thành,Khóm 2.2,normal,22131.2
Trà Vinh,Huyện Châu Thành,Xã Hòa Lợi,Ấp Qui nông B.3,extreme poverty,14347.2
Trà Vinh,Huyện Châu Thành,Xã Hòa Lợi,Ấp Qui nông B.3,normal,12553.800000000001
Trà Vinh,Huyện Châu Thành,Xã Hòa Thuận,Ấp Kỳ La.2,extreme poverty,5736.266666666666
Trà Vinh,Huyện Châu Thành,Xã Hòa Thuận,Ấp Kỳ La.2,normal,15774.733333333334
Trà Vinh,Huyện Châu Thành,Xã Phước Hảo,Ấp Vang Nhứt.3,extreme poverty,10488
Trà Vinh,Huyện Châu Thành,Xã Phước Hảo,Ấp Vang Nhứt.3,normal,6992
Trà Vinh,Huyện Châu Thành,Xã Đa Lộc,Ấp Thanh Trì B.2,extreme poverty,22720.533333333333
Trà Vinh,Huyện Châu Thành,Xã Đa Lộc,Ấp Thanh Trì B.2,normal,3495.4666666666667
Trà Vinh,Huyện Càng Long,Xã An Trường A,Ấp Lo Co C,normal,20482
Trà Vinh,Huyện Càng Long,Xã Huyền Hội,Ấp Kinh B (tổ 5 đến 13 và tổ 16),normal,25668
Trà Vinh,Huyện Càng Long,Xã Mỹ Cẩm,"Ấp số 3(tổ 8,9 và tổ 10)",normal,25404
Trà Vinh,Huyện Càng Long,Xã Nhị Long,Ấp Long Thuận,normal,22525
Trà Vinh,Huyện Càng Long,Xã Nhị Long Phú,Ấp Gò Tiến,normal,22440
Trà Vinh,Huyện Càng Long,Xã Phương Thạnh,Ấp Thiện Chánh (tổ 1 đến tổ 6),normal,24420
Trà Vinh,Huyện Càng Long,Xã Tân Bình,Ấp Trà Ồp (tổ đến tổ 4 và tổ 9 ),normal,19665
Trà Vinh,Huyện Cầu Kè,Thị trấn Cầu Kè,Khóm 5,extreme poverty,9072
Trà Vinh,Huyện Cầu Kè,Thị trấn Cầu Kè,Khóm 5,normal,10368
Trà Vinh,Huyện Cầu Kè,Xã Hòa Ân,Trà Kháo 2,extreme poverty,8916.133333333333
Trà Vinh,Huyện Cầu Kè,Xã Hòa Ân,Trà Kháo 2,normal,10189.866666666667
Trà Vinh,Huyện Cầu Kè,Xã Phong Phú,ấp 4.1,extreme poverty,11495.4
Trà Vinh,Huyện Cầu Kè,Xã Phong Phú,ấp 4.1,normal,13137.6
Trà Vinh,Huyện Cầu Kè,Xã Phong Thạnh,ấp Cây Gòn 2,extreme poverty,18642.866666666665
Trà Vinh,Huyện Cầu Kè,Xã Phong Thạnh,ấp Cây Gòn 2,normal,2868.133333333333
Trà Vinh,Huyện Cầu Kè,Xã Tam Ngãi,ấp Bà My 2,extreme poverty,13295.333333333332
Trà Vinh,Huyện Cầu Kè,Xã Tam Ngãi,ấp Bà My 2,normal,6647.666666666666
Trà Vinh,Huyện Cầu Ngang,Xã Hiệp Mỹ Tây,ấp Giồng Dài 3,extreme poverty,12038.4
Trà Vinh,Huyện Cầu Ngang,Xã Hiệp Mỹ Tây,ấp Giồng Dài 3,normal,8025.5999999999995
Trà Vinh,Huyện Cầu Ngang,Xã Long Sơn,ấp Long Hanh 2,extreme poverty,6520.799999999999
Trà Vinh,Huyện Cầu Ngang,Xã Long Sơn,ấp Long Hanh 2,normal,9781.199999999999
Trà Vinh,Huyện Cầu Ngang,Xã Thuận Hòa,ấp Nô Công 1,extreme poverty,8007
Trà Vinh,Huyện Cầu Ngang,Xã Thuận Hòa,ấp Nô Công 1,normal,16014
Trà Vinh,Huyện Cầu Ngang,Xã Vĩnh Kim,ấp Giồng Lớn 3,extreme poverty,13104
Trà Vinh,Huyện Cầu Ngang,Xã Vĩnh Kim,ấp Giồng Lớn 3,normal,3276
Trà Vinh,Huyện Duyên Hải,Xã Long Vĩnh,Ấp Vũng Tàu,extreme poverty,16510
Trà Vinh,Huyện Duyên Hải,Xã Long Vĩnh,Ấp Vũng Tàu,normal,2540
Trà Vinh,Huyện Duyên Hải,Xã Đôn Xuân,Ấp Xóm Tộ 1,extreme poverty,11785.2
Trà Vinh,Huyện Duyên Hải,Xã Đôn Xuân,Ấp Xóm Tộ 1,normal,17677.8
Trà Vinh,Huyện Tiểu Cần,Xã Hiếu Trung,Ấp Phú Thọ I,extreme poverty,16480
Trà Vinh,Huyện Tiểu Cần,Xã Hiếu Trung,Ấp Phú Thọ I,normal,8240
Trà Vinh,Huyện Tiểu Cần,Xã Hùng Hòa,Ấp Ông Rùm 2,extreme poverty,21436.800000000003
Trà Vinh,Huyện Tiểu Cần,Xã Hùng Hòa,Ấp Ông Rùm 2,normal,5359.200000000001
Trà Vinh,Huyện Tiểu Cần,Xã Phú Cần,Ấp Cây Hẹ,extreme poverty,7482
Trà Vinh,Huyện Tiểu Cần,Xã Phú Cần,Ấp Cây Hẹ,normal,11223
Trà Vinh,Huyện Tiểu Cần,Xã Tân Hùng,Ấp Chợ,extreme poverty,5479.466666666666
Trà Vinh,Huyện Tiểu Cần,Xã Tân Hùng,Ấp Chợ,normal,15068.533333333333
Trà Vinh,Huyện Tiểu Cần,Xã Tập Ngãi,Ấp Cây Ổi,extreme poverty,18076.666666666664
Trà Vinh,Huyện Tiểu Cần,Xã Tập Ngãi,Ấp Cây Ổi,normal,6573.333333333333
Trà Vinh,Huyện Trà Cú,Thị trấn Trà Cú,Khóm 1-10,extreme poverty,3215.3333333333335
Trà Vinh,Huyện Trà Cú,Thị trấn Trà Cú,Khóm 1-10,normal,20899.666666666668
Trà Vinh,Huyện Trà Cú,Thị trấn Định An,Khóm 3- TTĐA,extreme poverty,5666.8
Trà Vinh,Huyện Trà Cú,Thị trấn Định An,Khóm 3- TTĐA,normal,22667.2
Trà Vinh,Huyện Trà Cú,Xã An Quảng Hữu,ấp Sóc Tro Giữa 2,extreme poverty,11947.2
Trà Vinh,Huyện Trà Cú,Xã An Quảng Hữu,ấp Sóc Tro Giữa 2,normal,10453.800000000001
Trà Vinh,Huyện Trà Cú,Xã Hàm Giang,ấp Nhuệ Tứ A2,extreme poverty,16790.4
Trà Vinh,Huyện Trà Cú,Xã Hàm Giang,ấp Nhuệ Tứ A2,normal,6105.6
Trà Vinh,Huyện Trà Cú,Xã Lưu Nghiệp Anh,ấp Lưu Cừ II 1,extreme poverty,6483.666666666667
Trà Vinh,Huyện Trà Cú,Xã Lưu Nghiệp Anh,ấp Lưu Cừ II 1,normal,12967.333333333334
Trà Vinh,Huyện Trà Cú,Xã Ngọc Biên,ấp Tha La 1,extreme poverty,12730.666666666666
Trà Vinh,Huyện Trà Cú,Xã Ngọc Biên,ấp Tha La 1,normal,11139.333333333332
Trà Vinh,Huyện Trà Cú,Xã Phước Hưng,Bến Chùa 2,extreme poverty,12877.333333333334
Trà Vinh,Huyện Trà Cú,Xã Phước Hưng,Bến Chùa 2,normal,11267.666666666668
Trà Vinh,Thành phố Trà Vinh,Phường 2,Khóm 1. 1,extreme poverty,2022.2666666666667
Trà Vinh,Thành phố Trà Vinh,Phường 2,Khóm 1. 1,normal,28311.733333333334
Trà Vinh,Thành phố Trà Vinh,Phường 4,Ấp Long Bình. 3,extreme poverty,3174
Trà Vinh,Thành phố Trà Vinh,Phường 4,Ấp Long Bình. 3,normal,6348
Trà Vinh,Thành phố Trà Vinh,Phường 6,Khóm 9- P6,extreme poverty,1686.6666666666667
Trà Vinh,Thành phố Trà Vinh,Phường 6,Khóm 9- P6,normal,23613.333333333336
Trà Vinh,Thành phố Trà Vinh,Phường 7,Khóm 1. 1,extreme poverty,5888
Trà Vinh,Thành phố Trà Vinh,Phường 7,Khóm 1. 1,normal,16192
Trà Vinh,Thành phố Trà Vinh,Xã Long Đức,Ấp Huệ Sanh- Long Đức. 2,extreme poverty,22848
Trà Vinh,Thành phố Trà Vinh,Xã Long Đức,Ấp Huệ Sanh- Long Đức. 2,normal,5712
Trà Vinh,Thành phố Trà Vinh,Xã Long Đức,Ấp Kinh Lớn- Long Đức. 1,extreme poverty,16714.133333333335
Trà Vinh,Thành phố Trà Vinh,Xã Long Đức,Ấp Kinh Lớn- Long Đức. 1,normal,6077.866666666667
Trà Vinh,Thị xã Duyên Hải,Xã Hiệp Thạnh,Ấp bào 1.2,extreme poverty,18392
Trà Vinh,Thị xã Duyên Hải,Xã Hiệp Thạnh,Ấp bào 1.2,normal,6688
Trà Vinh,Thị xã Duyên Hải,Xã Long Toàn,Ấp Bào sen 1.1,extreme poverty,18334.8
Trà Vinh,Thị xã Duyên Hải,Xã Long Toàn,Ấp Bào sen 1.1,normal,6667.2
Tuyên Quang,Huyện Chiêm Hóa,Thị trấn Vĩnh Lộc,Phúc Hương 2,normal,13860
Tuyên Quang,Huyện Chiêm Hóa,Xã Hòa An,Tông Xoong,normal,17901
Tuyên Quang,Huyện Chiêm Hóa,Xã Hòa Phú,Lăng Khán + Nà Tàng,normal,17500
Tuyên Quang,Huyện Chiêm Hóa,Xã Phúc Thịnh,An Quỳnh,normal,20349
Tuyên Quang,Huyện Chiêm Hóa,Xã Xuân Quang,Nà Nẻm,normal,23836
Tuyên Quang,Huyện Chiêm Hóa,Xã Yên Nguyên,Thôn Nhân Thọ 1,normal,16262.000000000002
Tuyên Quang,Huyện Hàm Yên,Xã Minh Hương,Thôn 3 Minh Quang,extreme poverty,18698.399999999998
Tuyên Quang,Huyện Hàm Yên,Xã Minh Hương,Thôn 3 Minh Quang,normal,1335.6
Tuyên Quang,Huyện Hàm Yên,Xã Minh Khương,Minh Hà,extreme poverty,21840
Tuyên Quang,Huyện Hàm Yên,Xã Nhân Mục,Thôn 10 Kế Đô,extreme poverty,18241.066666666666
Tuyên Quang,Huyện Hàm Yên,Xã Nhân Mục,Thôn 10 Kế Đô,normal,1302.9333333333334
Tuyên Quang,Huyện Hàm Yên,Xã Tân Thành,Thôn 3 Làng Bát,extreme poverty,17326.399999999998
Tuyên Quang,Huyện Hàm Yên,Xã Tân Thành,Thôn 3 Làng Bát,normal,1237.6
Tuyên Quang,Huyện Hàm Yên,Xã Đức Ninh,Chầm Bùng,extreme poverty,18666
Tuyên Quang,Huyện Lâm Bình,Xã Khuôn Hà,Nà Kẹm,extreme poverty,19451
Tuyên Quang,Huyện Lâm Bình,Xã Phúc Yên,Bản Thàng,extreme poverty,19544
Tuyên Quang,Huyện Lâm Bình,Xã Phúc Yên,Bản Thàng,normal,1396
Tuyên Quang,Huyện Lâm Bình,Xã Thổ Bình,Lũng Piát,extreme poverty,20328
Tuyên Quang,Huyện Na Hang,Thị trấn Na Hang,Tổ 14,extreme poverty,14444.8
Tuyên Quang,Huyện Na Hang,Thị trấn Na Hang,Tổ 14,normal,3611.2
Tuyên Quang,Huyện Na Hang,Xã Sơn Phú,Nà Mu,extreme poverty,19546
Tuyên Quang,Huyện Na Hang,Xã Đà Vị,Bản Lục,extreme poverty,23562
Tuyên Quang,Huyện Sơn Dương,Thị trấn Sơn Dương,Quyết Thắng,normal,12972
Tuyên Quang,Huyện Sơn Dương,Xã Hào Phú,Phú Thịnh,normal,20764
Tuyên Quang,Huyện Sơn Dương,Xã Hợp Hòa,Tân dân,normal,17296
Tuyên Quang,Huyện Sơn Dương,Xã Minh Thanh,Thôn Cả,normal,21480
Tuyên Quang,Huyện Sơn Dương,Xã Ninh Lai,Hoàng Tân II,normal,40561
Tuyên Quang,Huyện Sơn Dương,Xã Tân Thanh,Cây Thị,normal,19170
Tuyên Quang,Huyện Sơn Dương,Xã Tân Trào,Cả2,normal,30939.999999999996
Tuyên Quang,Huyện Sơn Dương,Xã Vân Sơn,Dộc Vầu,normal,19239
Tuyên Quang,Huyện Sơn Dương,Xã Đông Thọ,Thôn Làng Hào,normal,20240
Tuyên Quang,Huyện Yên Sơn,Xã Kim Quan,Khuân Điển,extreme poverty,21436.8
Tuyên Quang,Huyện Yên Sơn,Xã Kim Quan,Khuân Điển,normal,1531.2
Tuyên Quang,Huyện Yên Sơn,Xã Kiến Thiết,Khau Làng,extreme poverty,28519
Tuyên Quang,Huyện Yên Sơn,Xã Mỹ Bằng,Mỹ Hoa,extreme poverty,26286
Tuyên Quang,Huyện Yên Sơn,Xã Nhữ Khê,Cây Sim,extreme poverty,23400
Tuyên Quang,Huyện Yên Sơn,Xã Trung Môn,Thôn 4,extreme poverty,5916.666666666666
Tuyên Quang,Huyện Yên Sơn,Xã Trung Môn,Thôn 4,normal,11833.333333333332
Tuyên Quang,Huyện Yên Sơn,Xã Tứ Quận,Đồng Trò,extreme poverty,24656
Tuyên Quang,Huyện Yên Sơn,Xã Đội Bình,Cầu Chéo,extreme poverty,13904
Tuyên Quang,Huyện Yên Sơn,Xã Đội Bình,Cầu Chéo,normal,3476
Tuyên Quang,Thành phố Tuyên Quang,Phường Minh Xuân,Tổ 14,extreme poverty,2179.4
Tuyên Quang,Thành phố Tuyên Quang,Phường Minh Xuân,Tổ 14,normal,30511.600000000002
Tuyên Quang,Thành phố Tuyên Quang,Phường Phan Thiết,Tổ 5,normal,15282
Tuyên Quang,Thành phố Tuyên Quang,Phường Ỷ La,Tổ 3,extreme poverty,9313.333333333334
Tuyên Quang,Thành phố Tuyên Quang,Phường Ỷ La,Tổ 3,normal,18626.666666666668
Tuyên Quang,Thành phố Tuyên Quang,Xã An Khang,Bình Ca,extreme poverty,16426.8
Tuyên Quang,Thành phố Tuyên Quang,Xã An Khang,Bình Ca,normal,2527.2
Tuyên Quang,Thành phố Tuyên Quang,Xã Tràng Đà,Xóm 4,extreme poverty,8424
Tuyên Quang,Thành phố Tuyên Quang,Xã Tràng Đà,Xóm 4,normal,7371
Tây Ninh,Huyện Bến Cầu,Xã An Thạnh,"Tổ DCTQ số 2,3,12",extreme poverty,7748.266666666666
Tây Ninh,Huyện Bến Cầu,Xã An Thạnh,"Tổ DCTQ số 2,3,12",normal,21307.733333333334
Tây Ninh,Huyện Bến Cầu,Xã Long Chữ,"Tổ DCTQ số 1,2,3,4",extreme poverty,17291.733333333334
Tây Ninh,Huyện Bến Cầu,Xã Long Chữ,"Tổ DCTQ số 1,2,3,4",normal,2660.266666666667
Tây Ninh,Huyện Bến Cầu,Xã Long Khánh,"Tổ DVTQ số 1,2,3,4,5,6",extreme poverty,14432
Tây Ninh,Huyện Bến Cầu,Xã Long Khánh,"Tổ DVTQ số 1,2,3,4,5,6",normal,12628
Tây Ninh,Huyện Bến Cầu,Xã Lợi Thuận,"Tổ DCTQ số 1,3,4",extreme poverty,16090.666666666666
Tây Ninh,Huyện Bến Cầu,Xã Lợi Thuận,"Tổ DCTQ số 1,3,4",normal,8045.333333333333
Tây Ninh,Huyện Châu Thành,Xã An Cơ,"ấp An Thọ (tổ 3,4)",extreme poverty,11187.2
Tây Ninh,Huyện Châu Thành,Xã An Cơ,"ấp An Thọ (tổ 3,4)",normal,9788.800000000001
Tây Ninh,Huyện Châu Thành,Xã Phước Vinh,"Ấp 3 (tổ 6,7,8)",extreme poverty,6882.666666666667
Tây Ninh,Huyện Châu Thành,Xã Phước Vinh,"Ấp 3 (tổ 6,7,8)",normal,18927.333333333336
Tây Ninh,Huyện Châu Thành,Xã Thành Long,"ấp Thành Trung (tổ 4,5,6)",extreme poverty,1520
Tây Ninh,Huyện Châu Thành,Xã Thành Long,"ấp Thành Trung (tổ 4,5,6)",normal,21280
Tây Ninh,Huyện Châu Thành,Xã Thái Bình,"bình phong (tổ 3,3a,4,4a)",extreme poverty,4357.6
Tây Ninh,Huyện Châu Thành,Xã Thái Bình,"bình phong (tổ 3,3a,4,4a)",normal,17430.4
Tây Ninh,Huyện Châu Thành,Xã Trí Bình,"Tầm Long Tổ (6,5,10)",extreme poverty,12126.800000000001
Tây Ninh,Huyện Châu Thành,Xã Trí Bình,"Tầm Long Tổ (6,5,10)",normal,13859.2
Tây Ninh,Huyện Dương Minh Châu,Xã Bàu Năng,"Ấp Ninh Hiệp (tổ 1,2,4,18)",extreme poverty,5936
Tây Ninh,Huyện Dương Minh Châu,Xã Bàu Năng,"Ấp Ninh Hiệp (tổ 1,2,4,18)",normal,16324
Tây Ninh,Huyện Dương Minh Châu,Xã Cầu Khởi,"Ấp Khởi Trung (Tổ 2,4,6,8,10)",extreme poverty,6407.666666666666
Tây Ninh,Huyện Dương Minh Châu,Xã Cầu Khởi,"Ấp Khởi Trung (Tổ 2,4,6,8,10)",normal,12815.333333333332
Tây Ninh,Huyện Dương Minh Châu,Xã Suối Đá,"Phước Lợi 1 (Tổ 6,7,8,9)",extreme poverty,7712
Tây Ninh,Huyện Dương Minh Châu,Xã Suối Đá,"Phước Lợi 1 (Tổ 6,7,8,9)",normal,15424
Tây Ninh,Huyện Dương Minh Châu,Xã Truông Mít,"Thuận An (tổ 27,28,29,30)",extreme poverty,12243
Tây Ninh,Huyện Dương Minh Châu,Xã Truông Mít,"Thuận An (tổ 27,28,29,30)",normal,13992
Tây Ninh,Huyện Gò Dầu,Thị trấn Gò Dầu,Tổ 01+22,normal,32928
Tây Ninh,Huyện Gò Dầu,Xã Bàu Đồn,Tổ 5+6+7+8,extreme poverty,15220.8
Tây Ninh,Huyện Gò Dầu,Xã Bàu Đồn,Tổ 5+6+7+8,normal,13318.199999999999
Tây Ninh,Huyện Gò Dầu,Xã Cẩm Giang,Tổ 3+4+6+7,extreme poverty,10326.4
Tây Ninh,Huyện Gò Dầu,Xã Cẩm Giang,Tổ 3+4+6+7,normal,11801.6
Tây Ninh,Huyện Tân Biên,Thị trấn Tân Biên,"Khu phố IV Gồm các tổ 8,9,10,20",extreme poverty,2466.133333333333
Tây Ninh,Huyện Tân Biên,Thị trấn Tân Biên,"Khu phố IV Gồm các tổ 8,9,10,20",normal,34525.86666666667
Tây Ninh,Huyện Tân Biên,Xã Thạnh Tây,"Tổ 6,7,11",extreme poverty,13695
Tây Ninh,Huyện Tân Biên,Xã Thạnh Tây,"Tổ 6,7,11",normal,4980
Tây Ninh,Huyện Tân Biên,Xã Trà Vong,"Tổ 1,3,4,5,6,8",extreme poverty,12796
Tây Ninh,Huyện Tân Biên,Xã Trà Vong,"Tổ 1,3,4,5,6,8",normal,14624
Tây Ninh,Huyện Tân Biên,Xã Tân Lập,"Ấp Tân Đông I: TTQ: 4,9,10",extreme poverty,7560
Tây Ninh,Huyện Tân Biên,Xã Tân Lập,"Ấp Tân Đông I: TTQ: 4,9,10",normal,15120
